exercise_id,exercise_name,description,target_muscle_group,difficulty_level,equipment_needed,exercise_category,estimated_calories_per_min,default_duration_seconds,source
573,Reverse Calf Raise:  Single Leg,Pull forefoot up toward body as far as possible. Return by extending foot until toes are pointed downward. Repeat. Continue with opposite leg.,calves,intermediate,bodyweight,strength,5.0,60,gym_dataset
574,Seated Calf Stretch,"Move slowly into the stretch position, targeting your calves. Hold the stretch for 20-30 seconds, breathing deeply. You should feel a gentle pull but no pain. Release slowly and repeat as needed.",calves,intermediate,bodyweight,stretching,5.0,60,mega_dataset
575,Standing Calf Raise:  Single Leg,Raise heel by extending ankle as high as possible. Lower heel by bending ankle until calf is stretched. Repeat. Continue with opposite leg.,calves,intermediate,bodyweight,strength,5.0,60,gym_dataset
576,Standing Gastrocnemius Calf Stretch,"Move slowly into the stretch position, targeting your calves. Hold the stretch for 20-30 seconds, breathing deeply. You should feel a gentle pull but no pain. Release slowly and repeat as needed.",calves,intermediate,bodyweight,stretching,5.0,60,mega_dataset
577,Standing calf raise-,"The standing calf raise is a popular movement to target the calf muscles of the lower leg, particularly the gastrocnemius muscle. When unweighted, it is usually performed for high reps or for time.",calves,intermediate,bodyweight,strength,5.0,60,mega_dataset
578,Wall calf stretch,The wall calf stretch is a stretch targeting the calf muscles. This is a simple way to stretch these often-tight muscles without any equipment needed.,calves,intermediate,bodyweight,stretching,5.0,60,mega_dataset
579,1.5-rep push-up,"The 1.5-rep push-up is a more difficult variation of the push-up, commonly used to train for military and tactical physical fitness tests. It builds upper-body muscle and strength, emphasizing the chest, core, upper back, triceps, and shoulders.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
580,30 Chest Bench Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
581,30 Chest Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
582,30 Chest Push-Up To Isometric Hold,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
583,ACFT Hand-release push-up,"The hand-release push-up is a variation of the push-up, a popular bodyweight exercise commonly used in military and tactical physical fitness tests. It’s a movement to build upper-body strength and endurance, emphasizing the chest, triceps, and shoulders, but also working the upper back and core. This specific exercise is part of the new Army Combat Fitness Test or ACFT.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
584,ACFT Superman push-up,"The Superman push-up is an explosive bodyweight exercise aimed at increasing upper-body power and strength. It is an advanced exercise targeting the muscles of the chest, triceps, shoulders, and core that involves pressing up off the floor and lifting the hands and feet off the ground simultaneously at the top of the movement.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
585,ACFT Triple-clap push-up,"The triple-clap push-up is an explosive bodyweight exercise aimed at increasing upper-body power and strength. It is an advanced exercise targeting the muscles of the chest, triceps, core, and shoulders.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
586,AM Chest Dips,The chest dip is a chest-building exercise in which the lifter hangs between two parallel handles. Leaning the torso slightly forward shifts the emphasis from the triceps to the chest.,chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
587,Chest Dip,"Lower body by bending arms, allowing elbows to flare out to sides. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.",chest,intermediate,bodyweight,strength,5.0,60,gym_dataset
588,Close push-up,"The close push-up is an upper-body exercise that targets the chest, triceps, and shoulders. The close hand position places more emphasis on the triceps.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
589,Close push-up to wide push-up,"The close push-up to wide push-up combines two variations of a push-up to emphasize the strengthening of different muscles. The close push-up emphasizes the triceps, while the wide push-up emphasizes the chest and shoulders.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
590,Close-grip hands-elevated push-up,"The close-grip hands-elevated push-up is a variation on the classic push-up where the hands are placed on a bench or other elevated surface. Having the hands higher than the feet makes it easier than close-grip push-ups on the floor, but also puts the emphasis more on the triceps. It can be used as a substitute for floor push-ups or close-grip push-ups, or as a mechanical dropset after maxing out on floor push-ups.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
591,Cross-over push-up,The cross-over push-up is a variation of the push-up that adds a degree of difficulty by stepping over a small box or step between repetitions. It can be performed for time or for reps and creates a greater core stabilization challenge by forcing the core muscles to maintain the a neutral spine throughout the movement.,chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
592,Decline Push-up,"Keeping body straight, lower upper body to floor by bending arms. To allow for full descent, pull head back slightly without arching back. Push body up until arms are extended. Repeat.",chest,intermediate,bodyweight,strength,5.0,60,gym_dataset
593,Diamond push-up,"The diamond push-up is an advanced variation of the push-up exercise performed with the hands in a diamond shape. It increases the challenge to the triceps, but also targets the chest and shoulders.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
594,FYR Push-Up,"The push-up is a popular bodyweight exercise that is commonly used in military and tactical physical fitness tests. It’s a classic movement to build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
595,FYR2 Push-Up-Breakdancer-Shoulder-Tap Complex,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
596,Feet-elevated push-up,"The feet-elevated push-up is a variation on the push-up, a bodyweight standard. The feet are elevated so that your body is aligned at an angle to the floor rather than parallel. This makes it more difficult than push-ups on the floor, but also puts more emphasis on the shoulder muscles. It is often used as a bodyweight substitute for incline presses, or as a burnout movement for a chest or shoulder workout.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
597,Frog push-up,"The frog push-up is an advanced push-up variation that is performed with the legs bent and butt in the air. It heavily targets the triceps and shoulders, but is also quite challenging to the core.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
598,HM Incline Push-Up On Chair,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
599,HM Push-Plank,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your chest. Avoid letting your hips sag or pike up.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
600,HM Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
601,Holman Alternating Staggered Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
602,Holman Dynamo Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
603,Holman Feet-Elevated Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
604,Holman Foot-Elevated Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
605,Holman Foot-Up Diving Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
606,Holman Froggy Push-Up to Donkey Kick,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
607,Holman Hand-Elevated Push-Up with Hand Row,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
608,Holman Jump to Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
609,Holman Jump-Out Push-Up with Hand Hop Back,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
610,Holman Narrow Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
611,Holman Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
612,Holman Push-Up to Sit Back,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
613,Holman Seal Drag to Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
614,Holman Sit Back Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
615,Holman Slow Hips-Up Chest Press,"An effective chest exercise. Perform the movement with controlled form, maintaining tension in your chest throughout. Focus on the mind-muscle connection with each repetition.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
616,Incline Push-Up,"The hands-elevated push-up is a variation on the push-up, a body-weight standard. The hands are elevated, so that your body is aligned at an angle to the floor rather than parallel.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
617,Incline Push-Up Depth Jump,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,plyometrics,5.0,60,mega_dataset
618,King Maker Push-up,"The push-up is a popular bodyweight exercise that is commonly used in military and tactical physical fitness tests. It’s a classic movement to build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
619,MetaBurn 3-Phase Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
620,MetaBurn Fast Feet To Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
621,MetaBurn Judo Push-Up To Pike Push-Up,"Start in a downward dog position with hips raised. Lower your head toward the ground by bending your elbows. Push back up, targeting your shoulders and chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
622,MetaBurn Pike Push-Up,"Start in a downward dog position with hips raised. Lower your head toward the ground by bending your elbows. Push back up, targeting your shoulders and chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
623,MetaBurn Push-Up To Frogger,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
624,MetaBurn Push-Up With Hand Side-Step,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
625,MetaBurn Push-Up With Hand-Up Rotation,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
626,MetaBurn Sphinx Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
627,MetaBurn Spiderman Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
628,Push Up to Side Plank,"The push-up to side plank is an upper-body and core-focused exercise combining two popular bodyweight movements. It targets the chest, triceps, and shoulders with the push-up, and the obliques and hip external rotator muscles with the side plank. It can be performed as part of a dynamic warm-up or any bodyweight strength-training workout.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
629,Push-Up - Gethin Variation,"The push-up is a popular bodyweight exercise that is commonly used in military and tactical physical fitness tests. It’s a classic movement to build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
630,Push-Ups With Feet On An Exercise Ball,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
631,Push-up Plus,Raise shoulders toward bar as high as possible. Lower shoulders to bench and repeat.,chest,intermediate,bodyweight,strength,5.0,60,gym_dataset
632,Push-up:  Archer,"Keeping body straight, lower body to floor by bending arms. Push body up until arms are extended. Repeat.",chest,intermediate,bodyweight,strength,5.0,60,gym_dataset
633,Pushups,"The push-up is a popular bodyweight exercise that is commonly used in military and tactical physical fitness tests. It’s a classic movement to build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
634,Roberston Push-up to Down Dog,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
635,Scapular push-up,"The scapular push-up is an upper-body exercise aimed at increasing the stability of the scapulae and mobility in the shoulders. It is often performed as part of a dynamic warm-up before an upper-body workout, or as part of a mobility session.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
636,Side kick-through push-up,"The side kick-through push-up is a full-body movement that begins in a bear crawl position and ends with a leg kicked out to the side, with a push-up performed between kick-throughs. It is commonly performed for reps or timed bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
637,Sphinx push-up,"The sphinx push-up is a difficult variation of the push-up that ends with the forearms on the ground in front of the body, rather than with the chest on the ground. It puts more stress on the triceps than traditional push-ups. It can be performed for time or reps in any bodyweight workout or during any arms-focused portion of a workout.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
638,Suspended push-up,"The suspended push-up is a bodyweight pushing exercise performed on a suspension strap system or gymnastic rings. It targets the chest, shoulders, and triceps, but is also challenging to the core and upper back. It can work in traditional strength and muscle-building rep ranges or for higher reps.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
639,Swimming,A cardiovascular exercise that elevates your heart rate while engaging your chest. Maintain a steady rhythm and controlled breathing throughout the movement.,chest,intermediate,bodyweight,cardio,5.0,60,mega_dataset
640,Taylor One-Arm Push-Up Slow Negative,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
641,Taylor Roll-Over Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
642,Total Fitness Plyo Push-Up,"The plyo push-up is a bodyweight exercise aimed at increasing upper-body power and strength. It targets the muscles of the chest, triceps, and shoulders, and can be trained in low reps for power and strength, or higher reps for conditioning.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
643,UN Hands Elevated Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
644,UN Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your chest.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
645,UNS Foam Roll Pecs,"An effective chest exercise. Perform the movement with controlled form, maintaining tension in your chest throughout. Focus on the mind-muscle connection with each repetition.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
646,UP Push-up,"The push-up is a popular bodyweight exercise that is commonly used in military and tactical physical fitness tests. It’s a classic movement to build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
647,Warrior push-up,"The warrior push-up is a series of push-up and plank variations combined into a single sequence. They include a Judo push-up, plank, side plank, mountain climber, diamond push-up, and regular push-up. Done together, they tax the upper-body muscles from different angles and increase time under tension for the entire body.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
648,Wide push-up plank hold,"The wide push-up plank hold is a full-body exercise targeting the core. Because the arms aren't directly under the body, it can be more difficult than traditional push-up planks, especially for the upper back and chest, but also for the core.",chest,intermediate,bodyweight,strength,5.0,60,mega_dataset
649,30 Legs Hip Thrust,"Lie on your back with knees bent and feet flat. Drive through your heels to thrust your hips upward, squeezing your glutes at the top. Lower back down with control and repeat.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
650,Alternating standing glute stretch,"The alternating standing glute stretch focuses on improving lower-body mobility and flexibility, particularly in the hips and glutes. It involves performing a partial squat in a ""figure 4"" position. It can be performed as part of a lower-body warm-up or done post-workout to help combat tightness and soreness.",glutes,intermediate,bodyweight,stretching,5.0,60,mega_dataset
651,Barbell hip thrust-,"The barbell hip thrust is a popular exercise that targets the posterior chain, particularly the glutes and hamstrings. It involves fully extending your hips while holding a weighted barbell across the front of the hips. It is a great movement to activate the glutes prior to other lower-body training, but can also be performed in the main part of a workout, or for high reps as a glute burnout.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
652,Curtsy lunge,"The curtsy lunge is a lower-body bodyweight movement that targets the muscles of the hips and glutes. It is usually performed for moderate to high reps, at least 8-12 reps per leg.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
653,Dumbbell single-leg hip thrust,"The dumbbell single-leg hip thrust is a single-sided exercise that targets the posterior chain, particularly the glutes and hamstrings. It involves balancing on one foot and fully extending your hips while holding a dumbbell across the front of your hip. It is a great movement to activate the glutes prior to other lower-body training, but can also be performed in the main part of a workout, or for high reps as a glute burnout.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
654,FYR Progressive High Knee,"High knees is a full-body, cardio-based exercise with an emphasis on the lower body. It is often performed for reps or time as part of a dynamic warm-up.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
655,Glute bridge,"The glute bridge is a popular lower-body bodyweight exercise that primarily targets the glutes, but also activates the lower back and hamstrings. It can be performed with body weight alone, or with added resistance such as barbells, dumbbells, or bands. It can be performed for time or reps and works perfectly in a dynamic warm-up for lower-body training, but can also be performed for glute activation anytime.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
656,Glute-Ham Raise - Gethin Variation,The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD.,glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
657,Groiner,"The groiner is an explosive bodyweight exercise targeting the legs, shoulders, and core. It also includes a dynamic stretch of the hips. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
658,HM Alternating Donkey Kick,"Start on all fours. Keeping your knee bent, lift one leg up and back, pushing your heel toward the ceiling. Squeeze your glutes at the top, then lower with control. Complete reps on one side before switching.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
659,HM Alternating Slow Step-Down With Chair,"An effective glutes exercise. Perform the movement with controlled form, maintaining tension in your glutes throughout. Focus on the mind-muscle connection with each repetition.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
660,HM Hi-Low,"An effective glutes exercise. Perform the movement with controlled form, maintaining tension in your glutes throughout. Focus on the mind-muscle connection with each repetition.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
661,HM Kick-Back,"An effective glutes exercise. Perform the movement with controlled form, maintaining tension in your glutes throughout. Focus on the mind-muscle connection with each repetition.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
662,HM Left Side Iron Cross,"An effective glutes exercise. Perform the movement with controlled form, maintaining tension in your glutes throughout. Focus on the mind-muscle connection with each repetition.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
663,HM Left Side-Kick,"An effective glutes exercise. Perform the movement with controlled form, maintaining tension in your glutes throughout. Focus on the mind-muscle connection with each repetition.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
664,HM Leg Lifts,"An effective glutes exercise. Perform the movement with controlled form, maintaining tension in your glutes throughout. Focus on the mind-muscle connection with each repetition.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
665,HM Right Side Iron Cross,"An effective glutes exercise. Perform the movement with controlled form, maintaining tension in your glutes throughout. Focus on the mind-muscle connection with each repetition.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
666,HM Single-Leg Bridge,"Lie on your back with one foot flat and the other leg extended. Push through your planted foot to lift your hips, forming a straight line. Lower with control, targeting your glutes.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
667,High Plyometric Box Jump,"Perform an explosive jumping movement, engaging your glutes. Land softly with bent knees to absorb impact. Maintain good form throughout the plyometric exercise.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
668,Holman Butt Kicker to High Knees,"An effective glutes exercise. Perform the movement with controlled form, maintaining tension in your glutes throughout. Focus on the mind-muscle connection with each repetition.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
669,Holman Butt Tap to Jump,"Perform an explosive jumping movement, engaging your glutes. Land softly with bent knees to absorb impact. Maintain good form throughout the plyometric exercise.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
670,Holman Butt Tap to Jump-Forward-Jump-Back,"Perform an explosive jumping movement, engaging your glutes. Land softly with bent knees to absorb impact. Maintain good form throughout the plyometric exercise.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
671,Holman Daisy Cutter,"An effective glutes exercise. Perform the movement with controlled form, maintaining tension in your glutes throughout. Focus on the mind-muscle connection with each repetition.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
672,Holman Diagonal Right Leg Step-Out to Right Knee-Up,"An effective glutes exercise. Perform the movement with controlled form, maintaining tension in your glutes throughout. Focus on the mind-muscle connection with each repetition.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
673,Holman Donkey Kick,"Start on all fours. Keeping your knee bent, lift one leg up and back, pushing your heel toward the ceiling. Squeeze your glutes at the top, then lower with control. Complete reps on one side before switching.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
674,Holman Frogger,"An effective glutes exercise. Perform the movement with controlled form, maintaining tension in your glutes throughout. Focus on the mind-muscle connection with each repetition.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
675,Holman Hip Raise with Alternating Kick,"An effective glutes exercise. Perform the movement with controlled form, maintaining tension in your glutes throughout. Focus on the mind-muscle connection with each repetition.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
676,Holman Hip Raise with Chest Press,"An effective glutes exercise. Perform the movement with controlled form, maintaining tension in your glutes throughout. Focus on the mind-muscle connection with each repetition.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
677,Holman Left Leg Donkey Kick,"Start on all fours. Keeping your knee bent, lift one leg up and back, pushing your heel toward the ceiling. Squeeze your glutes at the top, then lower with control. Complete reps on one side before switching.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
678,Holman Right Leg Donkey Kick,"Start on all fours. Keeping your knee bent, lift one leg up and back, pushing your heel toward the ceiling. Squeeze your glutes at the top, then lower with control. Complete reps on one side before switching.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
679,Holman Traveling High Knees to Squat Thrust,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your glutes.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
680,Knee Across The Body,"Move slowly into the stretch position, targeting your glutes. Hold the stretch for 20-30 seconds, breathing deeply. You should feel a gentle pull but no pain. Release slowly and repeat as needed.",glutes,intermediate,bodyweight,stretching,5.0,60,mega_dataset
681,Levitating side kick-through,"The levitating side kick-through is a full-body movement that starts in a bear crawl position and ends with a leg kicked out to the side. In between reps, you kick into the air in a partial handstand. It is commonly performed for reps or time in bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
682,Lunge glute stretch,"The lunge glute stretch is a lower-body stretch targeting the glutes, hips, and piriformis. It is influenced by the pigeon pose from yoga, but is performed with straight arms. It can be part of a dynamic warm-up or mobility work performed anytime.",glutes,intermediate,bodyweight,stretching,5.0,60,mega_dataset
683,Lunge kick,"The lunge kick is a lower-body, cardio-based exercise performed at a high intensity. It includes a kick of the front leg to make the movement more powerful. It can be performed either for time or reps and is a great inclusion in a fat-loss or athleticism-focused circuit workout.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
684,Lying glute stretch,"The lying glute stretch is a stretch to help increase flexibility in the glutes and hips. It involves rotating a single leg over the body while lying flat on the back, and reaching around the leg to facilitate a stretch. It is commonly included in dynamic warm-ups or cool-downs, but can also be performed as full-body mobility work anytime.",glutes,intermediate,bodyweight,stretching,5.0,60,mega_dataset
685,Natural Glute Ham Raise - Gethin Variation,The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD.,glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
686,One Knee To Chest,"Move slowly into the stretch position, targeting your glutes. Hold the stretch for 20-30 seconds, breathing deeply. You should feel a gentle pull but no pain. Release slowly and repeat as needed.",glutes,intermediate,bodyweight,stretching,5.0,60,mega_dataset
687,Pigeon stretch,"The pigeon stretch is a lower-body stretch targeting the glutes, hips, and piriformis. It is similar to the pigeon pose from yoga, but is also popular as part of dynamic warm-ups or cool-downs in strength training. It can also be performed anytime to help combat training-related soreness.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
688,Side-lying leg lift,"The side-lying leg lift is a bodyweight exercise targeting the muscles of the hips and glutes. It can be a worthy addition to a dynamic warm-up on a lower-body or strength-focused training day, a component of a lower-body circuit or workout, or a glute activation drill to do anytime. Generally, leg lifts are done for high reps, such as 8-15 reps per leg or more.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
689,Single-leg glute bridge,"The single-leg glute bridge is a lower-body exercise that targets the glutes, lower back, and hamstrings. It is performed one side at a time.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
690,Step-up with knee raise,"The step-up with knee raise is a lower-body exercise targeting the quads, glutes, and hamstrings. It differs from a traditional step-up in that at the top, you lift the trailing leg up to full hip flexion. This gives the exercise a greater range of motion and more of a focus on powerful hip extension in the working leg. When performed with body weight, these are usually performed for high reps as part of a dynamic warm-up, as cardio acceleration, or as part of the lower-body portion of a workout",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
